Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
Brittany	Arun	Stephan et al. (2015)	foraminifera	48.290	-4.240	-2.96	0.20	0.20	-872	74	119
Brittany	Arun	Stephan et al. (2015)	foraminifera	48.290	-4.240	-2.26	0.20	0.20	-422	213	319
Brittany	Arun	Stephan et al. (2015)	foraminifera	48.290	-4.240	-0.97	0.20	0.20	353	182	123
Brittany	Arun	Stephan et al. (2015)	foraminifera	48.290	-4.240	-0.61	0.20	0.20	951	83	175
Brittany	Arun	Stephan et al. (2015)	foraminifera	48.290	-4.240	-0.30	0.20	0.20	1467	167	63
Brittany	Traon	Stephan et al. (2015)	foraminifera	48.310	-4.260	-0.48	0.20	0.20	1100	116	102
Brittany	Tresseny	Stephan et al. (2015)	foraminifera	48.640	-4.400	-0.28	0.14	0.14	1450	162	27
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.23	0.10	0.05	-1050	220	219
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	-1035	188	202
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.18	0.10	0.05	-986	166	181
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	-887	160	125
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.13	0.10	0.05	-875	153	118
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	-863	153	118
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.07	0.10	0.05	-860	126	173
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.09	0.10	0.05	-853	110	146
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.12	0.10	0.05	-844	156	114
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.07	0.10	0.05	-799	165	169
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.10	0.10	0.05	-799	169	165
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	-784	144	201
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.06	0.10	0.05	-674	197	137
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	-662	140	205
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	-581	168	188
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.03	0.10	0.05	-557	168	173
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.04	0.10	0.05	-536	156	187
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.12	0.10	0.05	-401	487	487
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.01	0.10	0.05	-273	181	131
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.01	0.10	0.05	-240	164	137
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.06	0.10	0.05	-54	186	215
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.12	0.10	0.05	-1	150	168
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.13	0.10	0.05	5	144	166
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.05	0.10	0.05	28	189	195
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.03	0.10	0.05	31	37	37
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.08	0.10	0.05	52	166	160
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.01	0.10	0.05	54	191	199
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.03	0.10	0.05	70	168	162
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.06	0.10	0.05	70	164	156
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.04	0.10	0.05	82	164	162
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.04	0.10	0.05	94	161	152
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	109	191	195
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	114	184	181
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.22	0.10	0.05	118	197	190
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.17	0.10	0.05	135	151	162
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.10	0.10	0.05	172	9	9
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.11	0.10	0.05	175	9	9
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.03	0.10	0.05	177	194	182
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.07	0.10	0.05	210	173	149
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.12	0.10	0.05	216	171	148
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.01	0.10	0.05	223	202	191
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.16	0.10	0.05	233	167	150
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.03	0.10	0.05	282	193	205
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.02	0.10	0.05	306	141	166
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.20	0.10	0.05	322	150	177
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.08	0.10	0.05	351	167	166
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.01	0.10	0.05	351	201	204
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.03	0.10	0.05	367	176	150
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.19	0.10	0.05	379	171	149
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.07	0.10	0.05	385	168	149
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.09	0.10	0.05	410	162	157
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	454	169	150
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.03	0.10	0.05	460	150	169
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.08	0.10	0.05	473	581	581
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.18	0.10	0.05	483	152	154
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.01	0.10	0.05	518	163	184
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.27	0.10	0.05	542	128	134
Kiribati	Multiple	McGregor et al. (2011); Compiled in Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.08	0.10	0.05	670	490	490
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.05	0.10	0.05	827	132	146
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	891	149	136
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.06	0.10	0.05	1201	100	138
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	1227	153	99
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	1275	117	131
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	1306	109	115
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	1336	100	101
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	1340	99	99
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.06	0.10	0.05	1343	97	99
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	0.00	0.10	0.05	1359	88	93
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	1766	115	185
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	1831	126	120
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	1860	140	91
Kiribati	Multiple	Woodroffe et al. (2012)	coral microatoll	1.980	-157.500	-0.14	0.10	0.05	1860	140	91
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.91	0.04	0.04	1336	33	33
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.78	0.04	0.04	1413	27	27
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.82	0.04	0.04	1441	41	41
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.69	0.04	0.04	1561	82	82
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.63	0.05	0.05	1570	86	86
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.53	0.05	0.05	1655	27	27
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.47	0.05	0.05	1713	13	13
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.42	0.05	0.05	1789	9	9
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.40	0.05	0.05	1825	25	25
Connecticut	Barn Island	Donnelly et al. (2004b)	plants	41.331	-71.864	-0.32	0.05	0.05	1875	25	25
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.16	0.16	0.16	1981	23	2
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.10	0.16	0.16	1979	10	3
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.13	0.16	0.16	1976	3	4
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.24	0.16	0.16	1974	3	6
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.17	0.16	0.16	1972	4	8
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.27	0.16	0.16	1969	5	7
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.23	0.16	0.16	1965	6	12
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.19	0.16	0.16	1960	9	15
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.25	0.16	0.16	1951	13	13
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.23	0.16	0.16	1942	14	16
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.26	0.16	0.16	1936	10	29
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.25	0.16	0.16	1930	7	28
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.30	0.16	0.16	1922	11	22
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.32	0.16	0.16	1915	14	17
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.36	0.16	0.16	1908	18	11
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.42	0.16	0.16	1903	20	22
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.41	0.16	0.16	1901	20	36
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.45	0.16	0.16	1898	14	39
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.44	0.16	0.16	1865	36	10
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.60	0.16	0.16	1802	22	55
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.55	0.16	0.16	1776	38	54
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.54	0.16	0.16	1753	49	52
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.61	0.16	0.16	1705	61	32
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.61	0.16	0.16	1677	68	37
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.60	0.16	0.16	1651	66	56
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.69	0.16	0.16	1606	59	70
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.77	0.16	0.16	1582	59	69
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.83	0.16	0.16	1519	67	72
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.73	0.16	0.16	1494	70	78
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.85	0.16	0.16	1470	72	80
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.88	0.16	0.16	1448	67	82
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.94	0.16	0.16	1425	57	79
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.97	0.16	0.16	1399	41	80
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.91	0.16	0.16	1365	43	75
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.96	0.16	0.16	1335	57	72
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.01	0.16	0.16	1308	64	67
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.98	0.16	0.16	1283	64	62
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.02	0.16	0.16	1271	60	60
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.98	0.16	0.16	1259	58	57
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-0.96	0.16	0.16	1228	45	54
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.02	0.16	0.16	1201	44	58
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.04	0.16	0.16	1179	54	64
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.04	0.16	0.16	1157	59	67
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.01	0.16	0.16	1135	64	67
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.05	0.16	0.16	1114	67	68
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.06	0.16	0.16	1092	67	65
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.11	0.16	0.16	1070	67	62
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.19	0.16	0.16	1049	63	58
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.28	0.16	0.16	1007	44	51
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.17	0.16	0.16	979	34	53
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.24	0.16	0.16	962	41	61
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.32	0.16	0.16	860	65	66
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.34	0.16	0.16	843	66	65
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.43	0.16	0.16	826	66	65
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.41	0.16	0.16	809	66	64
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.43	0.16	0.16	792	67	60
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.50	0.16	0.16	775	66	56
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.46	0.16	0.16	758	62	52
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.54	0.16	0.16	741	60	47
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.54	0.16	0.16	723	59	39
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.58	0.16	0.16	706	56	32
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.62	0.16	0.16	685	52	31
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.64	0.16	0.16	664	47	38
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.59	0.16	0.16	646	46	41
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.66	0.16	0.16	628	44	38
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.69	0.16	0.16	610	41	35
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.67	0.16	0.16	589	37	32
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.67	0.16	0.16	564	34	34
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.64	0.16	0.16	542	37	45
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.70	0.16	0.16	523	41	49
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.75	0.16	0.16	504	44	50
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.78	0.16	0.16	475	50	56
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.70	0.16	0.16	454	55	65
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.77	0.16	0.16	433	59	71
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.81	0.16	0.16	412	64	73
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.85	0.16	0.16	391	66	77
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.89	0.16	0.16	371	66	78
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.87	0.16	0.16	351	65	77
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.88	0.16	0.16	322	59	72
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.92	0.16	0.16	313	54	70
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.90	0.16	0.16	288	47	69
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.92	0.16	0.16	262	48	63
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.91	0.16	0.16	242	56	59
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.95	0.16	0.16	225	58	59
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.97	0.16	0.16	209	56	55
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.95	0.16	0.16	190	54	50
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.98	0.16	0.16	164	56	49
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.00	0.16	0.16	145	57	51
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.03	0.16	0.16	128	57	52
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-1.98	0.16	0.16	119	58	51
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.04	0.16	0.16	110	58	51
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.10	0.16	0.16	92	55	48
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.12	0.16	0.16	74	51	44
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.14	0.16	0.16	49	49	44
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.10	0.16	0.16	31	48	45
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.20	0.16	0.16	13	47	46
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.18	0.16	0.16	-6	46	47
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.17	0.16	0.16	-23	42	48
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.20	0.16	0.16	-37	44	50
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.21	0.16	0.16	-50	46	52
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.29	0.16	0.16	-64	48	53
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.30	0.16	0.16	-82	51	54
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.29	0.16	0.16	-100	53	55
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.27	0.16	0.16	-115	56	55
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.33	0.16	0.16	-130	60	55
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.34	0.16	0.16	-152	63	57
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.29	0.16	0.16	-161	65	61
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.34	0.16	0.16	-169	68	65
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.34	0.16	0.16	-184	72	72
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.34	0.16	0.16	-200	75	79
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.35	0.16	0.16	-217	79	86
Connecticut	East River Marsh	Kemp et al. (2015)	foraminifera	41.276	-72.652	-2.37	0.16	0.16	-233	82	92
Connecticut	Branford	van de Plassche et al. (2002); Compiled in Englehart and Horton (2012)	plants	41.250	-72.860	-3.08	0.23	0.23	-957	111	111
Connecticut	Branford	van de Plassche et al. (2002); Compiled in Englehart and Horton (2012)	plants	41.260	-72.840	-2.25	0.23	0.23	-198	153	153
Connecticut	Branford	van de Plassche et al. (2002); Compiled in Englehart and Horton (2012)	plants	41.250	-72.860	-1.57	0.23	0.23	502	88	88
Connecticut	Branford	van de Plassche et al. (2002); Compiled in Englehart and Horton (2012)	plants	41.250	-72.860	-1.20	0.23	0.23	884	105	105
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.640	-2.03	0.32	0.32	243	160	160
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.640	-1.48	0.26	0.26	330	201	201
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.640	-1.79	0.39	0.39	817	155	155
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.270	-72.680	-1.44	0.33	0.33	848	138	138
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.650	-1.61	0.32	0.32	965	190	190
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.640	-1.40	0.32	0.32	998	214	214
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.640	-0.63	0.26	0.26	1323	95	95
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.650	-0.62	0.26	0.26	1356	86	86
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.270	-72.680	-0.73	0.26	0.26	1357	71	71
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.650	-0.43	0.26	0.26	1485	150	150
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.270	-72.680	-1.11	0.32	0.32	1541	102	102
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.640	-0.35	0.26	0.26	1736	214	214
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.650	-0.80	0.32	0.32	1802	148	148
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.650	-0.77	0.32	0.32	1809	141	141
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.270	-72.680	-0.35	0.26	0.26	1809	141	141
Connecticut	East River Marsh	Nydick et al. (1995)	foramininifera and plants	41.280	-72.650	-0.22	0.26	0.26	1816	134	134
Connecticut	Gulf Pond	Cinquemani et al. (1982); Compiled in Englehart and Horton (2012)	plants	41.200	-73.000	-1.87	0.49	0.49	509	422	422
Connecticut	Hammock River	van de Plassche (1991); Compiled in Englehart and Horton (2012)	plants	41.270	-72.520	-1.57	0.38	0.38	136	81	81
Connecticut	Hammock River	van de Plassche (1991); Compiled in Englehart and Horton (2012)	plants	41.270	-72.520	-2.15	0.27	0.27	230	103	103
Connecticut	Hammock River	van de Plassche (1991); Compiled in Englehart and Horton (2012)	plants	41.270	-72.520	-1.86	0.26	0.26	333	195	195
Connecticut	Hammock River	van de Plassche et al. (1998); Compiled in Englehart and Horton (2012)	plants	41.270	-72.510	-1.26	0.13	0.13	597	57	57
